식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그,소재지도로명,업태명,주된음식,영업장면적(평),행정동명,소재지전화번호,제로식당
향원갈비,구로구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 구로구 개봉로20길 18, (개봉동)",한식,깐쇼새우,42.4,개봉제2동,220669292, 
태릉풍천장어,노원구,N,N,N,N,N,-,"서울특별시 노원구 화랑로 457, 1, 2, 3층 (공릉동)",한식,장어,95.9,공릉1동,029750602, 
돈식당,동작구,Y,Y,N,N,Y,모범음식점,"서울특별시 동작구 사당로17길 7, (사당동)",한식,삼겹살,17.2,사당제3동,-, 
마포갈비,구로구,N,N,N,N,N,-,"서울특별시 구로구 고척로19길 44, (개봉동,동남주택 101,102호)",한식,생불고기,28.7,개봉제1동,0226898074, 
황금정원,도봉구,Y,N,N,Y,N,모범음식점,"서울특별시 도봉구 방학로 312, (방학동)",한식,-,58.7,방학제3동,029548881, 
토방마루,동작구,Y,Y,N,N,N,-,"서울특별시 동작구 상도로 168, (상도동)",기타,쌀국수,10.5,상도제2동,-, 
호남해물탕,노원구,Y,N,N,Y,N,-,"서울특별시 노원구 노해로81길 22-17, 1층 (상계동)",한식,해물탕,62.8,상계2동,029344226, 
한티옥,노원구,N,N,N,N,N,-,"서울특별시 노원구 동일로 1414, 9층 (상계동, 롯데백화점 노원점)",한식,냉면,38.7,상계2동,029502938, 
황토닭갈비,노원구,N,N,N,N,N,-,"서울특별시 노원구 공릉로 166, (공릉동, 1층)",한식,닭갈비,30.9,공릉2동,029765292, 
청담김밥,동작구,N,N,N,N,N,모범음식점,"서울특별시 동작구 사당로16길 28, (사당동)",한식,김밥,19.0,사당제4동,-, 
라화방,동작구,N,N,N,N,N,-,"서울특별시 동작구 동작대로27길 22, (사당동)",중식,마라탕,42.5,사당제2동,025914655, 
나정순할매쭈꾸미,동대문구,N,N,N,Y,N,-,"서울특별시 동대문구 약령시로 65, (제기동,지상 1층~2층)",한식,쭈꾸미볶음,108.2,제기동,-, 
아가씨김밥,관악구,N,N,N,Y,N,-,"서울특별시 관악구 양녕로 13, 1층 102호 (봉천동)",분식,김밥,11.3,은천동,-, 
정통삼계탕,동대문구,N,N,N,N,N,-,"서울특별시 동대문구 무학로 72, (용두동,(무학로 131))",한식,삼계탕,25.0,용신동,-, 
정성,관악구,N,N,N,N,N,-,"서울특별시 관악구 관악로 154-5, 2층 (봉천동)",일식,초밥,20.0,낙성대동,028850090, 
우왕불,노원구,N,N,N,N,N,-,"서울특별시 노원구 노원로 447, 1층 (상계동)",한식,모듬구이,92.2,상계2동,0234923388, 
은행나무집,관악구,N,N,N,Y,N,모범음식점,"서울특별시 관악구 관악로 104, 1층 (봉천동)",한식,-,47.3,낙성대동,-, 
고래돈가스,동대문구,N,N,N,N,N,-,"서울특별시 동대문구 안암로 154, 지상1층 (제기동)",한식,돈가스,18.0,제기동,029536592, 
풍미숯불갈비,동대문구,N,N,N,N,N,-,"서울특별시 동대문구 왕산로9길 19, (용두동,(지상1층))",한식,갈비,25.1,신설동,9229288, 
영흥정육식당,동작구,N,Y,N,Y,N,안심식당,"서울특별시 동작구 만양로 85-1, (노량진동)",한식,소한마리(구이류),7.2,노량진제1동,028131662, 
라페리체,관악구,N,Y,N,Y,N,-,"서울특별시 관악구 관악로14길 34, 지하1층 (봉천동)",아시안음식,파스타,35.8,낙성대동,-, 
다사랑설렁탕,관악구,N,N,N,N,N,-,"서울특별시 관악구 봉천로 356, 103호 (봉천동, 도원맨션)",중식,설렁탕,19.3,은천동,-, 
은혜식당,동작구,N,N,N,N,N,-,"서울특별시 동작구 사당로9가길 55, (사당동,(B203호))",한식,김치찌개,10.7,사당제3동,025928007, 
성민육개장,관악구,N,N,N,N,N,-,"서울특별시 관악구 난곡로34길 12, 1층 (신림동)",한식,-,7.4,난곡동,-, 
한스친친,도봉구,Y,N,N,N,N,모범음식점,"서울특별시 도봉구 노해로 341, 신원리베르텔 2층 202,203,204호 (창동)",중식,-,71.4,창제5동,029904143, 
감쪽같이,관악구,N,N,N,N,N,-,"서울특별시 관악구 조원로16길 33, 중앙빌딩 1층 101호 (신림동)",한식,-,15.0,조원동,-, 
서천아구대구뽈찜탕,관악구,N,N,N,Y,N,모범음식점,"서울특별시 관악구 남현1길 40, 유일빌딩 1층 (남현동)",한식,-,27.7,남현동,-, 
킷사서울,관악구,N,Y,N,N,N,안심식당,"서울특별시 관악구 남부순환로226길 31, 2층 (봉천동)",일식,-,41.3,낙성대동,-, 
스시통,노원구,Y,Y,N,N,Y,-,"서울특별시 노원구 노해로 517-3, 1,2층 (상계동)",한식,갈비살,49.2,상계2동,029300080, 
중계고기파티,노원구,Y,Y,N,N,Y,-,"서울특별시 노원구 중계로12길 6, 대성빌딩 1층 (중계동)",한식,이베리코 모듬,45.0,중계본동,029338892, 
옛날그집,동작구,N,Y,N,N,Y,모범음식점,"서울특별시 동작구 장승배기로 121-2, 1층 (노량진동)",기타,삼겹살,15.8,노량진제2동,028270678, 
영양센타,노원구,Y,Y,N,N,N,-,"서울특별시 노원구 동일로217가길 31, 청화빌딩 1층 (상계동)",한식,삼계탕,27.2,상계6.7동,029376038, 
백송춘천닭갈비,노원구,Y,Y,N,N,Y,모범음식점,"서울특별시 노원구 동일로242길 39, 인성빌딩 (상계동)",한식,닭갈비,26.4,상계1동,029399953, 
서울식당,동작구,N,N,N,N,N,-,"서울특별시 동작구 사당로30길 154, (사당동)",한식,닭갈비,27.3,사당제1동,025229293, 
등촌샤브칼국수,노원구,N,Y,N,Y,Y,-,"서울특별시 노원구 동일로242가길 32, 1층 (상계동, 가동 나동)",한식,버섯칼국수,44.5,상계1동,029519279, 
정숙성,관악구,N,Y,N,N,Y,모범음식점,"서울특별시 관악구 남부순환로226길 31, 1층 (봉천동)",한식,-,57.4,낙성대동,-, 
참치마니아,동작구,N,Y,N,N,Y,모범음식점,"서울특별시 동작구 동작대로7길 12, 2층 (사당동)",일식,참치,28.0,사당제1동,025823737, 
샤부넘버원,노원구,N,N,N,N,N,-,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 2층 201호 (중계동)",한식,샤브샤브,66.5,중계1동,-, 
방추남원추어탕,노원구,N,N,N,N,N,-,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 지하1층 8,9,10호 (중계동)",한식,추어탕,60.7,중계4동,-, 
쌈마루,동대문구,N,N,N,N,N,-,"서울특별시 동대문구 서울시립대로 45, 1층 (전농동)",한식,쌈밥,19.1,전농제1동,-, 
장안정,동대문구,Y,Y,N,N,Y,-,"서울특별시 동대문구 답십리로 291-3, 1층 (장안동)",한식,돈까스,50.1,장안제1동,-,Y
스시조,노원구,N,N,N,N,N,-,"서울특별시 노원구 노원로 244, 보스턴 산부인과 2층 (하계동)",일식,초밥,100.0,하계1동,-, 
친구네정육식당,동작구,Y,N,N,N,Y,모범음식점,"서울특별시 동작구 여의대방로26길 22, 1층 (대방동)",한식,생삼겹살,49.3,대방동,-, 
하얼빈양꼬치,동작구,Y,Y,N,N,N,모범음식점,"서울특별시 동작구 노량진로8길 53, 1층 (노량진동)",중식,양꼬치,10.7,노량진제2동,-, 
명동국수,동작구,N,N,N,Y,N,모범음식점,"서울특별시 동작구 상도로41길 12, (상도1동)",기타,국수,8.5,상도제1동,-, 
장수촌,동작구,Y,Y,N,N,Y,안심식당,"서울특별시 동작구 사당로17가길 16, 영아탕(여관) 1층 (사당동)",기타,장어구이,70.0,사당제3동,-, 
광어삼촌,동작구,Y,N,N,N,N,모범음식점,"서울특별시 동작구 상도로37길 62, 1층 (상도동)",일식,회,27.2,상도제1동,-, 
순천집,동작구,N,N,N,N,N,-,"서울특별시 동작구 노량진로 80, 2층 (노량진동, 노량진큐브스테이트)",한식,샤브샤브,58.3,노량진제2동,028173222, 
신조준형,강남구,Y,Y,N,N,Y,-,"서울특별시 강남구 강남대로84길 33, (역삼동,대우디오빌지하1층101호)",한식,초밥,67.9,역삼1동,220500066, 
을밀대,마포구,Y,N,N,Y,N,-,"서울특별시 마포구 숭문길 24, (염리동)",주점,냉면,7.7,염리동,027171922, 
부산집,마포구,N,N,N,N,N,-,"서울특별시 마포구 월드컵북로 18, (동교동, 1층)",한식,장어구이,7.4,서교동,023365523, 
한성돈까스,서초구,Y,N,N,N,N,블루리본,"서울특별시 서초구 강남대로97길 10, (잠원동)",양식,돈까스,33.9,잠원동,025407054, 
마포낙지한마리수제비,마포구,N,N,N,N,N,-,"서울특별시 마포구 독막로 308, (염리동)",한식,"수제비, 낙지요리",26.4,용강동,027117766, 
최고집바지락생칼국수,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 응암로 59, (북가좌동)",한식,-,25.0,북가좌제1동,-, 
평양옥,서대문구,N,Y,N,Y,Y,안심식당,"서울특별시 서대문구 통일로 107-23, (미근동)",한식,-,9.8,충현동,-, 
서대문아구찜,서대문구,Y,Y,N,N,Y,안심식당,"서울특별시 서대문구 연희로 271, 지상2층 (홍은동)",한식,-,40.5,홍은제2동,-, 
영암집,강남구,N,N,N,N,N,-,"서울특별시 강남구 강남대로124길 49, (논현동,지상1층)",분식,소고기,20.2,논현1동,5464198, 
고향양꼬치,광진구,N,Y,N,Y,Y,"모범음식점,안심식당","서울특별시 광진구 동일로18길 101, 1층 (자양동)",중식,양꼬치,67.8,자양제4동,024983618, 
소문난갈비,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 수색로2길 10, (남가좌동)",한식,주물럭,27.4,남가좌제1동,-, 
육도,마포구,N,N,N,N,N,-,"서울특별시 마포구 토정로 261, (용강동)",분식,"육류, 청국된장",8.9,용강동,207181763, 
고기랑,서대문구,Y,Y,N,N,N,-,"서울특별시 서대문구 연세로5다길 16, 1층 (창천동)",일식,낙지전골,23.5,신촌동,-, 
임금님밥상,서초구,N,N,N,N,N,-,"서울특별시 서초구 동광로11길 97, A동 1층 (방배동)",한식,백반,26.1,방배본동,025355338, 
목포세발낙지,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 통일로 451-39, (홍제동)",한식,-,22.0,홍제제1동,-, 
구자춘참치,마포구,N,N,N,Y,N,-,"서울특별시 마포구 토정로32길 17, 7층동 (토정동)",양식,-,28.9,용강동,232731966, 
도깨비어시장,마포구,N,N,N,N,Y,-,"서울특별시 마포구 신촌로 74, (노고산동)",일식,광어,37.2,서교동,023251211, 
바른고기,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 통일로 107-29, (미근동)",분식,-,26.1,충현동,-, 
한우플러스,서초구,Y,Y,N,N,Y,-,"서울특별시 서초구 서초대로46길 109, 2층 (서초동, 지산빌딩)",양식,"한우, 등심구이",39.8,서초제3동,025323108, 
금강바베큐,서초구,Y,Y,N,Y,Y,-,"서울특별시 서초구 사평대로 349, 201,202호 (반포동)",분식,치킨,67.1,반포제1동,025110976, 
장위동 유성집,강서구,Y,N,N,N,Y,-,"서울특별시 강서구 마곡중앙6로 16, 2층 201호 (마곡동, 가양 1동 마곡지엠지타워)",한식,한우등심,45.1,가양제1동,236619807, 
소호정,서초구,Y,N,N,Y,N,"블루리본,안심식당","서울특별시 서초구 논현로 27, (양재동,(1,2층))",분식,"국시, 국밥",65.4,양재제2동,025797282, 
유대경능이누룽지닭오리백숙,마포구,N,N,N,N,N,-,"서울특별시 마포구 서강로 128, (노고산동)",한식,찹쌀순대,34.8,대흥동,027151772, 
거북골숯불갈비,서대문구,N,N,N,N,N,씨트립,"서울특별시 서대문구 증가로 215, (북가좌동)",한식,한식,15.5,북가좌제2동,-, 
연희김밥,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 연희로11가길 2, (연희동)",분식,-,4.7,연희동,-, 
웰빙뚝배기,마포구,N,N,N,N,N,-,"서울특별시 마포구 동교로12길 21, (서교동, 영진시장 1층)",일식,소머리국밥,10.6,서교동,029874456, 
밀리네해물탕,마포구,Y,N,N,N,N,트립어드바이저,"서울특별시 마포구 대흥로30길 18-5, (염리동, 지1층)",분식,-,16.2,염리동,027128359, 
밀리네해물탕,마포구,Y,N,N,N,N,트립어드바이저,"서울특별시 마포구 대흥로30길 18-5, (염리동, 1층)",분식,-,16.2,염리동,-, 
시골집,서초구,N,N,N,N,N,-,"서울특별시 서초구 반포대로10길 7, 1층 (서초동)",한식,쌈밥,44.7,서초제3동,025970400, 
장강,마포구,Y,N,N,N,N,-,"서울특별시 마포구 토정로 284-2, (용강동)",한식,-,20.2,용강동,27060656, 
가문의우동,서대문구,N,Y,N,N,N,"씨트립,트립어드바이저","서울특별시 서대문구 연세로12길 8, 1, 2층 (창천동)",한식,우동,30.9,신촌동,-, 
방배순대국,서초구,N,N,N,Y,N,-,"서울특별시 서초구 효령로31길 46, 1층 (방배동)",한식,순대국,11.8,방배제1동,025989597, 
대장금부페,마포구,N,N,N,N,N,-,"서울특별시 마포구 백범로1길 74, 1층 (노고산동)",한식,한식뷔페,13.8,서교동,-, 
신의주찹쌀순대&숯불갈비,서초구,N,N,N,N,N,-,"서울특별시 서초구 방배천로6길 3-12, (방배동,(1층))",한식,"순대국, 숯불갈비",18.7,방배제2동,025250041, 
골목식당,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 통일로40안길 34, 1층 (홍제동)",한식,-,9.1,홍제제3동,-, 
파파호,강남구,Y,N,N,N,N,"블루리본,트립어드바이저","서울특별시 강남구 영동대로137길 3, (청담동)",한식,-,29.2,청담동,-, 
우면산,서초구,N,N,N,N,N,-,"서울특별시 서초구 효령로2길 5, 1층 (방배동)",한식,불고기백반,12.8,방배제3동,025235350, 
서래횟집,서초구,Y,Y,N,N,Y,트립어드바이저,"서울특별시 서초구 서래로5길 17, 1층 (반포동)",한식,"회, 탕, 생선구이",19.1,반포제4동,025321573, 
본가 신의주 찹쌀순대,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 영동대로112길 6, (삼성동,지상1층)",한식,-,59.0,삼성1동,025164840, 
청정해참치,서초구,Y,N,N,N,Y,-,"서울특별시 서초구 강남대로 221, (양재동,환승주차장 201호)",일식,참치,12.0,양재제1동,025774419, 
소풍,강남구,N,N,N,Y,N,-,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q101호 (삼성동, 한국도심공항터미널)",분식,김밥,19.9,삼성1동,-, 
소풍,강남구,N,N,N,Y,N,-,"서울특별시 강남구 강남대로 314, 지상1층 (역삼동)",한식,감자탕,34.9,역삼1동,-, 
만복국수집,마포구,N,N,N,N,N,-,"서울특별시 마포구 월드컵북로 381, (상암동, 214호)",한식,-,11.7,상암동,-, 
육갑식당,서초구,Y,Y,N,N,N,-,"서울특별시 서초구 서래로 33, 2층 (반포동)",한식,구이류,34.8,반포제1동,-, 
별난횟집,서초구,Y,N,N,Y,Y,-,"서울특별시 서초구 강남대로 224, 지하1층 B-B-01호~B-B-09호 (양재동, 양재한신휴플러스)",한식,"회, 덮밥, 탕",43.5,양재제1동,-, 
북성해장국,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 신촌로35길 7, (북아현동,(지상1층))",한식,곰탕,20.0,북아현동,-, 
공룡부대찌개,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 연희로 81-15, (연희동)",한식,부대찌개,38.7,연희동,-, 
여의도생고기,서초구,N,N,N,N,N,-,"서울특별시 서초구 신흥말길 27-9, 1층 (내곡동)",분식,"소, 돼지구이",54.2,내곡동,024596707, 
태천면옥,광진구,N,Y,N,Y,N,안심식당,"서울특별시 광진구 광장로 49, 1층 (광장동)",한식,냉면,21.2,광장동,-, 
미로정,강남구,N,Y,N,N,Y,모범음식점,"서울특별시 강남구 테헤란로33길 19, (역삼동,지상2층)",한식,부대찌개,39.1,역삼1동,-, 
콩고을,마포구,N,N,N,N,N,-,"서울특별시 마포구 월드컵북로44길 45, (상암동,2층)",한식,콩나물국밥,38.4,상암동,3023887, 
만배아리랑,강서구,N,N,N,N,N,-,"서울특별시 강서구 화곡로18길 24, 1층 111,113호 (화곡동, 강서뉴타워)",한식,보쌈,22.9,화곡제1동,226073126, 
신가네 수레순대 뒷고기,마포구,N,N,N,N,N,-,"서울특별시 마포구 마포대로8길 25, (공덕동,지상1층)",한식,한식(동태탕),28.2,공덕동,-, 
독박골맛있는집,서대문구,N,N,N,Y,N,-,"서울특별시 서대문구 서소문로 61-7, (합동)",한식,-,10.0,충현동,-, 
옛날김치찌개전문점,마포구,N,N,N,N,N,-,"서울특별시 마포구 마포대로8길 31, (공덕동,1층)",한식,-,16.6,공덕동,-, 
자인뭉티기,서초구,N,N,N,Y,N,-,"서울특별시 서초구 강남대로37길 24-7, 1층 (서초동)",한식,-,44.9,서초제2동,025972158, 
차이나,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 가좌로 142, (홍은동)",중식,-,58.2,홍은제2동,-, 
오레노카츠,강남구,N,N,N,N,N,-,"서울특별시 강남구 삼성로81길 37, 1층 (대치동)",한식,수제생돈가스,35.4,대치4동,025655123, 
밥순이,마포구,N,N,N,N,N,트립어드바이저,"서울특별시 마포구 서강로9길 55, (창전동,서문빌딩101 1층)",한식,돈까스,20.0,서강동,-, 
장수원,서초구,N,N,N,N,N,안심식당,"서울특별시 서초구 방배중앙로 153, 지하1층,1층,2층 (방배동)",한식,불고기,231.3,방배본동,025322225, 
가쯔레쯔,마포구,Y,Y,N,N,Y,-,"서울특별시 마포구 월드컵북로50길 7-14, (상암동, 1층)",한식,돈까스,11.8,상암동,-, 
본가서대문족발,서대문구,Y,N,N,N,Y,-,"서울특별시 서대문구 충정로 59, 101호 (충정로2가, 서대문디오빌)",한식,-,44.2,충현동,-, 
미락,마포구,N,N,N,N,N,-,"서울특별시 마포구 백범로 205, 103동 B234호 (신공덕동, 펜트라우스)",한식,홍어삼합,20.5,공덕동,-, 
연화,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 통일로9안길 32, (충정로2가)",한식,-,39.8,충현동,-, 
기무,강남구,N,N,N,Y,N,모범음식점,"서울특별시 강남구 논현로 333, (역삼동,B01호)",한식,회,9.1,역삼1동,025542014, 
서교동고기집,마포구,N,N,N,N,N,-,"서울특별시 마포구 어울마당로 155-1, 완빌딩 3층 (동교동)",한식,-,29.3,서교동,-, 
상암일미락,마포구,N,N,N,N,Y,트립어드바이저,"서울특별시 마포구 성암로13길 40, (상암동,1층)",한식,숙성 돼지고기,41.3,상암동,3747709, 
한상가득왕솥뚜껑,마포구,N,Y,N,Y,N,-,"서울특별시 마포구 월드컵북로42나길 20, 지하1층 B01호 (상암동, 위너스하임)",한식,"삼겹살, 목살구이",67.1,상암동,-, 
방일해장국,강남구,Y,N,N,N,N,-,"서울특별시 강남구 봉은사로37길 31, (논현동,지상1층)",한식,해장국,46.9,논현2동,-, 
조개일번지,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 통일로9안길 16, (냉천동)",한식,조개찜,16.0,천연동,-, 
구이가,강남구,N,N,N,Y,N,-,"서울특별시 강남구 광평로56길 14, (수서동,지상1층)",양식,한식,42.4,수서동,-, 
화성갈비,마포구,N,N,N,N,N,-,"서울특별시 마포구 독막로 147-6, 1층 105호 (창전동)",한식,갈비,6.7,서강동,-, 
오도리,마포구,Y,Y,N,N,N,-,"서울특별시 마포구 마포대로16길 4-1, (공덕동, 서울빌딩 지하1층)",일식,생선회,26.7,공덕동,027179934, 
명성회관,마포구,Y,N,N,N,N,-,"서울특별시 마포구 대흥로30길 17, (염리동,1층)",한식,설렁탕,30.8,용강동,023647681, 
하영호신촌설렁탕,강남구,Y,Y,N,Y,Y,모범음식점,"서울특별시 강남구 논현로28길 36, (도곡동,1층)",한식,설렁탕,56.0,도곡2동,025725636, 
일품양평해장국,강서구,N,N,N,N,N,-,"서울특별시 강서구 강서로45나길 47, 선재빌딩 1층 (내발산동)",한식,한우생등심,84.9,발산제1동,226614360, 
황소서서갈비,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 모래내로 279, 1층 (홍은동)",한식,소갈비,25.4,홍은제2동,-, 
하루,강남구,Y,Y,N,Y,Y,-,"서울특별시 강남구 언주로172길 56, (신사동,1층)",분식,"돈가스,메밀",9.2,압구정동,025145557, 
남원추어탕,성동구,Y,N,N,N,N,모범음식점,"서울특별시 성동구 용답중앙11길 13, (용답동)",한식,추어탕,41.0,용답동,222134024, 
한티옥,강남구,N,N,N,N,N,-,"서울특별시 강남구 도곡로 418, (대치동,강원빌딩 지상1층)",한식,한식,122.6,대치1동,025525289, 
신신원,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 광나루로 290, (성수동2가)",중식,굴짬뽕,27.2,성수2가제1동,024998940, 
무안갯벌낙지,서대문구,Y,N,N,N,Y,-,"서울특별시 서대문구 응암로1길 3, (북가좌동)",한식,-,43.9,북가좌제1동,-, 
삼정식당,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 거북골로 25-8, (남가좌동)",한식,-,15.1,남가좌제2동,-, 
특우정,성동구,Y,N,N,N,N,트립어드바이저,"서울특별시 성동구 무학로12길 13, (홍익동)",한식,생등심,28.6,왕십리도선동,222937575, 
선화의 고기,서초구,Y,Y,N,N,Y,안심식당,"서울특별시 서초구 서초대로24길 9, 1층 (방배동)",한식,소고기,33.7,방배제1동,234732253, 
청해루,성동구,N,N,N,N,N,-,"서울특별시 성동구 자동차시장1길 24-1, 2층 (용답동)",중식,"짜장면, 우동",21.8,용답동,222121955, 
대촌정,성동구,Y,N,N,N,N,모범음식점,"서울특별시 성동구 마장로23길 4, (홍익동)",한식,닭백숙,10.7,왕십리도선동,222950421, 
김미정남원추어탕삼계탕,마포구,N,N,N,N,N,-,"서울특별시 마포구 독막로 288, (대흥동)",한식,추어탕,66.3,대흥동,27119200, 
만발,서초구,Y,N,N,N,N,"블루리본,트립어드바이저","서울특별시 서초구 서초대로29길 32, 1층 (방배동)",한식,소고기,43.0,방배제4동,025357456, 
낙천정,서초구,Y,Y,N,Y,Y,트립어드바이저,"서울특별시 서초구 효령로 220, 2층,3층 (서초동)",한식,한정식,79.9,서초제3동,0234738232, 
원당감자탕,서초구,N,N,N,N,N,-,"서울특별시 서초구 방배천로4길 9, 2층 3층 (방배동)",한식,감자탕,71.2,방배제2동,025225255, 
양자강,성동구,N,N,N,N,N,-,"서울특별시 성동구 왕십리로28길 5, (도선동)",중식,차돌짬뽕,25.4,왕십리도선동,222995500, 
마포양지설렁탕,마포구,Y,Y,N,N,Y,"미쉐린 가이드,블루리본","서울특별시 마포구 새창로 6, 1,2층 (도화동)",한식,설렁탕,96.7,도화동,-, 
짬뽕주의,서대문구,N,Y,N,N,Y,-,"서울특별시 서대문구 충정로11길 12, 2층 (충정로2가)",중식,짬뽕,35.3,충현동,-, 
일품생고기,성동구,Y,Y,N,N,Y,-,"서울특별시 성동구 독서당로40길 29, (옥수동)",한식,삼겹살,9.0,옥수동,222956566, 
맛나곱창,성동구,N,N,N,N,Y,트립어드바이저,"서울특별시 성동구 고산자로 281-1, 1층 (홍익동)",한식,"소곱창,야채곱창",44.8,왕십리도선동,222823349, 
일미돼지국밥,성동구,N,N,N,Y,N,-,"서울특별시 성동구 성수일로12길 30, 1층 (성수동2가)",한식,돼지국밥,24.4,성수2가제3동,024669062, 
착한짜장,성동구,N,Y,N,N,N,-,"서울특별시 성동구 아차산로7길 17-1, (성수동2가)",중식,짜장면,8.7,성수2가제3동,024666678, 
황금콩밭,마포구,N,N,N,Y,Y,미쉐린 가이드,"서울특별시 마포구 마포대로16길 9, 1,2층 (아현동)",한식,"두부,콩",117.9,아현동,3132952, 
소설옥,성동구,N,Y,N,N,N,모범음식점,"서울특별시 성동구 독서당로 296-11, (금호동4가)",한식,돼지고기,11.8,금호4가동,0222966506, 
고래불,강남구,Y,N,N,Y,Y,블루리본,"서울특별시 강남구 논현로79길 62, 지상1,2층 (역삼동)",한식,영덕게살비빔밥,111.2,역삼1동,025663677, 
스시마쯔,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 연희로 166, 1층 (연희동)",일식,-,27.0,연희동,-, 
모래내설농탕,서대문구,N,N,N,N,N,안심식당,"서울특별시 서대문구 모래내로 271, 1층 (홍은동)",한식,-,83.5,홍은제2동,-, 
메밀촌 봉평막국수,성동구,N,N,N,N,N,-,"서울특별시 성동구 독서당로48길 8-1, (금호동4가)",분식,막국수,10.0,금호4가동,222827270, 
아오미,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 왕십리로4길 20, (성수동1가)",일식,사시미,22.3,성수1가제2동,024648775, 
포방터쭈꾸미,서대문구,N,Y,N,N,N,-,"서울특별시 서대문구 홍은중앙로 100-35, 1층 (홍은동)",한식,-,9.0,홍은제1동,-, 
응봉참숯생소금구이,성동구,N,N,N,N,N,-,"서울특별시 성동구 독서당로62길 4, (응봉동,(지상2층))",한식,소금구이,25.7,응봉동,222823952, 
세양원,서대문구,N,N,N,Y,N,"안심식당,트립어드바이저","서울특별시 서대문구 충정로 8, 지하1층 (충정로3가)",중식,-,63.6,충현동,-, 
싸리골,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 광나루로 287, 지상1층 (송정동)",한식,제육쌈밥,37.2,송정동,024635551, 
우림황소양곱창,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 강남대로156길 28, 지하1층 (신사동)",한식,"곱창, 양대창",24.0,신사동,-, 
정은회관,성동구,N,N,N,N,N,-,"서울특별시 성동구 금호로 45, (금호동4가,정은타워 1층)",한식,꽃등심,68.3,금호4가동,222991992, 
맛보래,성동구,Y,N,N,N,Y,-,"서울특별시 성동구 성수일로8길 53, (성수동2가,103호)",한식,김치두루치기,11.9,성수2가제3동,024662756, 
어랑회집,성동구,N,N,N,Y,N,-,"서울특별시 성동구 성수이로3길 19, (성수동2가, 492-2 지상1층)",일식,생선회,13.5,성수2가제1동,-, 
남길,서대문구,Y,Y,N,N,Y,-,"서울특별시 서대문구 통일로 107-39, 1층 102호 (충정로2가)",한식,-,41.0,충현동,-, 
바다풍경,강남구,N,N,N,Y,N,-,"서울특별시 강남구 테헤란로113길 13, 칠성빌딩 지상1층 (삼성동)",일식,회,104.8,삼성1동,-, 
사랑채,서초구,N,N,N,Y,N,-,"서울특별시 서초구 언남길 15-6, (양재동,1층)",한식,곤드레밥,73.7,양재제1동,025720352, 
전주골참숯불화로구이,마포구,N,N,N,N,N,-,"서울특별시 마포구 마포대로12길 34-5, 1,2층 (공덕동)",한식,-,49.7,공덕동,-, 
흥부전,서대문구,N,N,N,N,N,-,"서울특별시 서대문구 통일로 474, 1층 (홍제동)",주점,-,25.1,홍제제3동,-, 
한방닭한마리,성동구,N,N,N,N,N,-,"서울특별시 성동구 왕십리로24길 12, 1층 (도선동)",한식,닭칼국수,6.2,왕십리도선동,-, 
부성식당,성동구,N,N,N,N,N,-,"서울특별시 성동구 왕십리로28길 4, 1층 (도선동)",한식,"아구찜, 낙지볶음",22.1,왕십리도선동,222814508, 
금옥당,서대문구,N,Y,N,N,Y,-,"서울특별시 서대문구 연희로11라길 2, 1층 (연희동)",한식,전통차,28.1,연희동,-, 
그린푸드,성동구,N,N,N,N,N,-,"서울특별시 성동구 성수일로8길 5, 서울숲 SK V1 TOWER A동 1층 101호 (성수동2가)",한식,한식뷔페,27.4,성수2가제1동,-, 
안식당,성북구,N,Y,N,N,Y,-,"서울특별시 성북구 보문로32길 31, (동선동2가)",한식,곤드레밥,25.9,동선동,029281080, 
앙심품은도야지,성동구,N,N,N,N,N,-,"서울특별시 성동구 성덕정길 91, 1층 (성수동2가)",한식,-,34.8,성수2가제1동,024668486, 
아기다람쥐,서초구,Y,N,N,N,Y,-,"서울특별시 서초구 서초대로 3-4, 1층 109-1호 (방배동, 방배디오슈페리움Ⅰ)",한식,생선구이,34.2,방배제4동,025438989, 
